Region,NbMoisService,Age,StatutMarital,Adresse,Revenu,education,NbAnneesEmployeur,Retraite,Sexe,TailleFoyer,ServiceNumVert,LocMateriel,ServiceCarteAppel,ServiceSansFil,Internet,AffichageNumAppel,DoubleAppel,TransfertAppel,ConfTel,PaieElectronique,CatClient,Churn
Zone 2,12,50,Marie(e),16,203,Bac +2/3,25,Non,Homme,2,Oui,Non,Oui,Oui,Aucun,Non,Oui,Non,Non,Oui,Service basic,Oui
Zone 2,53,64,Marie(e),17,380,Niveau Bac,36,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,13,38,Marie(e),8,104,Bac +2/3,6,Non,Homme,7,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,18,31,Marie(e),12,24,Bac +2,4,Non,Homme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,67,42,Marie(e),20,81,Bac +2,20,Non,Femme,5,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,6,24,Non marie(e),2,17,Inf au bac,1,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 1,25,46,Non marie(e),13,45,Inf au bac,12,Non,Femme,1,Oui,Non,Non,Non,Aucun,Non,Oui,Oui,Non,Non,Service plus,Non
Zone 2,15,39,Non marie(e),19,32,Niveau Bac,2,Non,Homme,1,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 3,32,35,Non marie(e),12,57,Bac +2/3,5,Non,Homme,1,Oui,Oui,Non,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 2,22,39,Non marie(e),0,63,Bac +2/3,9,Non,Homme,1,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 2,8,22,Non marie(e),3,25,Bac +2/3,0,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,3,31,Marie(e),4,22,Inf au bac,1,Non,Homme,2,Non,Oui,Non,Non,Dial-up,Non,Oui,Non,Non,Oui,Service basic,Oui
Zone 2,32,54,Non marie(e),6,155,Niveau Bac,20,Non,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,49,54,Non marie(e),24,30,Niveau Bac,5,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Oui,Non,Non,Service electronique,Non
Zone 2,2,28,Non marie(e),7,46,Bac +2,0,Non,Femme,1,Non,Non,Non,Oui,Aucun,Oui,Oui,Non,Oui,Oui,Service Total,Non
Zone 1,39,47,Non marie(e),1,68,Bac +2/3,10,Non,Femme,2,Non,Non,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 1,42,33,Non marie(e),2,67,Niveau Bac,5,Non,Homme,2,Non,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 1,28,36,Non marie(e),3,69,Bac +2,2,Non,Homme,1,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 2,41,46,Marie(e),14,47,Niveau Bac,11,Non,Homme,5,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 3,67,50,Marie(e),31,83,Niveau Bac,12,Non,Homme,2,Non,Oui,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,38,40,Non marie(e),15,34,Niveau Bac,11,Non,Femme,1,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Non
Zone 2,18,38,Non marie(e),8,45,Niveau Bac,2,Non,Femme,4,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,6,42,Marie(e),17,29,Niveau Bac,2,Non,Femme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,4,36,Non marie(e),0,21,Niveau Bac,1,Non,Femme,3,Non,Non,Non,Non,Aucun,Non,Non,Non,Oui,Non,Service basic,Non
Zone 1,13,23,Marie(e),3,30,Bac +2,0,Non,Femme,4,Oui,Oui,Non,Non,Dial-up,Oui,Non,Oui,Oui,Non,Service Total,Non
Zone 1,20,35,Non marie(e),0,78,Bac +2/3,7,Non,Homme,1,Non,Oui,Non,Oui,Dial-up,Non,Oui,Oui,Non,Oui,Service Total,Oui
Zone 1,34,49,Marie(e),27,61,Bac +2,15,Non,Femme,2,Oui,Non,Non,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,46,29,Marie(e),4,90,Bac +4/5,3,Non,Homme,4,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 1,48,41,Non marie(e),21,43,Niveau Bac,7,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,69,61,Marie(e),12,301,Niveau Bac,37,Non,Homme,2,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,32,34,Marie(e),7,32,Niveau Bac,15,Non,Homme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Oui,Non,Service basic,Non
Zone 1,29,29,Non marie(e),9,41,Niveau Bac,9,Non,Homme,2,Oui,Oui,Non,Non,Aucun,Non,Non,Oui,Oui,Oui,Service electronique,Non
Zone 3,55,52,Non marie(e),22,127,Inf au bac,28,Non,Femme,3,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,72,60,Marie(e),36,271,Inf au bac,43,Non,Femme,2,Non,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,29,26,Non marie(e),1,32,Bac +2,2,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service basic,Oui
Zone 2,50,25,Marie(e),1,36,Bac +2/3,2,Non,Femme,5,Non,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,35,50,Marie(e),11,293,Bac +2,21,Non,Homme,2,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,11,63,Non marie(e),9,41,Bac +2,3,Non,Homme,1,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 1,9,29,Non marie(e),9,39,Bac +2,5,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Non
Zone 2,51,48,Non marie(e),27,58,Inf au bac,18,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Non,Oui,Oui,Non,Service plus,Oui
Zone 1,33,34,Marie(e),2,28,Inf au bac,3,Non,Femme,3,Non,Non,Non,Non,Dial-up,Oui,Non,Non,Non,Non,Service electronique,Non
Zone 1,25,20,Non marie(e),0,15,Niveau Bac,0,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,31,34,Non marie(e),9,105,Bac +2/3,7,Non,Femme,4,Non,Non,Oui,Non,Aucun,Non,Oui,Non,Oui,Non,Service plus,Non
Zone 2,67,40,Marie(e),10,80,Bac +2/3,8,Non,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,55,45,Non marie(e),8,36,Niveau Bac,9,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,19,50,Non marie(e),7,112,Bac +2/3,3,Non,Femme,1,Non,Oui,Oui,Oui,Aucun,Oui,Oui,Non,Oui,Oui,Service Total,Non
Zone 1,39,34,Marie(e),11,55,Bac +2/3,10,Non,Femme,4,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,52,35,Marie(e),8,40,Bac +2/3,1,Non,Homme,2,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,55,37,Marie(e),15,23,Niveau Bac,0,Non,Femme,5,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,25,62,Non marie(e),27,28,Bac +2/3,33,Oui,Femme,1,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 3,33,58,Non marie(e),12,21,Niveau Bac,23,Oui,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,48,35,Non marie(e),5,63,Bac +2/3,12,Non,Homme,2,Non,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 2,48,31,Marie(e),12,52,Bac +2/3,3,Non,Homme,3,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 2,49,57,Non marie(e),3,189,Inf au bac,31,Non,Femme,3,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,54,32,Marie(e),0,50,Inf au bac,15,Non,Homme,3,Oui,Oui,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
Zone 1,45,32,Marie(e),9,23,Inf au bac,15,Non,Homme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,4,37,Marie(e),1,33,Niveau Bac,15,Non,Femme,5,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,49,27,Marie(e),3,29,Bac +2,6,Non,Femme,3,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 2,23,35,Non marie(e),2,96,Bac +2,4,Non,Homme,1,Non,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,31,44,Non marie(e),23,80,Bac +4/5,15,Non,Homme,1,Oui,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 2,55,44,Marie(e),2,68,Niveau Bac,15,Non,Homme,5,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,9,28,Non marie(e),7,30,Inf au bac,4,Non,Femme,6,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,55,57,Marie(e),25,34,Niveau Bac,12,Non,Homme,3,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,34,30,Non marie(e),3,35,Niveau Bac,2,Non,Femme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Oui,Service plus,Non
Zone 1,10,23,Non marie(e),4,36,Niveau Bac,1,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,62,76,Non marie(e),20,35,Bac +2,18,Oui,Femme,1,Non,Non,Oui,Non,Aucun,Oui,Non,Non,Non,Oui,Service electronique,Non
Zone 2,51,36,Non marie(e),13,62,Bac +2,9,Non,Homme,2,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 1,65,48,Non marie(e),28,94,Inf au bac,25,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,53,33,Non marie(e),1,60,Inf au bac,6,Non,Homme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 1,23,35,Non marie(e),4,118,Niveau Bac,11,Non,Homme,1,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,1,30,Non marie(e),3,135,Bac +2/3,3,Non,Homme,3,Oui,Oui,Oui,Non,Dial-up,Oui,Non,Non,Non,Oui,Service basic,Oui
Zone 3,66,55,Non marie(e),20,80,Niveau Bac,24,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,8,27,Marie(e),0,21,Bac +2,3,Non,Femme,2,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 3,18,28,Marie(e),3,22,Inf au bac,2,Non,Femme,5,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,36,32,Marie(e),3,63,Bac +2/3,7,Non,Homme,4,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 1,13,40,Non marie(e),16,142,Niveau Bac,18,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,4,44,Non marie(e),15,32,Bac +2,0,Non,Femme,1,Oui,Oui,Oui,Non,Dial-up,Oui,Non,Oui,Oui,Non,Service plus,Oui
Zone 3,20,32,Non marie(e),10,19,Bac +2,5,Non,Homme,1,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,66,39,Marie(e),12,60,Bac +2/3,10,Non,Homme,3,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,67,47,Marie(e),7,97,Inf au bac,23,Non,Homme,4,Non,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,11,24,Marie(e),0,31,Niveau Bac,3,Non,Femme,4,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Non,Oui,Service Total,Oui
Zone 1,6,26,Non marie(e),7,30,Bac +2,1,Non,Femme,2,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Oui
Zone 2,13,23,Marie(e),4,31,Inf au bac,5,Non,Femme,4,Non,Oui,Non,Oui,Dial-up,Non,Non,Non,Non,Oui,Service basic,Non
Zone 2,2,29,Marie(e),3,44,Niveau Bac,9,Non,Femme,6,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,4,40,Non marie(e),12,38,Niveau Bac,5,Non,Homme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,34,63,Marie(e),10,23,Niveau Bac,0,Non,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 1,13,34,Marie(e),6,37,Bac +2,6,Non,Homme,4,Non,Non,Non,Non,Aucun,Non,Oui,Non,Oui,Non,Service plus,Non
Zone 2,37,40,Marie(e),14,26,Niveau Bac,0,Non,Homme,5,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 1,45,30,Marie(e),8,38,Niveau Bac,5,Non,Homme,6,Non,Non,Oui,Non,Aucun,Non,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,71,70,Non marie(e),30,153,Bac +2,34,Oui,Femme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,35,40,Non marie(e),5,49,Inf au bac,20,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,44,41,Non marie(e),21,51,Bac +2,7,Non,Homme,1,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Non
Zone 3,44,45,Marie(e),19,88,Inf au bac,21,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,26,41,Marie(e),20,19,Inf au bac,0,Non,Femme,6,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,42,46,Marie(e),9,31,Inf au bac,12,Non,Femme,3,Non,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service basic,Non
Zone 2,41,47,Marie(e),6,90,Niveau Bac,19,Non,Homme,3,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Oui
Zone 1,31,24,Marie(e),3,14,Inf au bac,0,Non,Homme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,62,63,Non marie(e),43,341,Niveau Bac,30,Non,Homme,1,Non,Non,Oui,Non,Dial-up,Oui,Oui,Non,Oui,Non,Service plus,Oui
Zone 1,12,23,Marie(e),2,24,Bac +2/3,0,Non,Femme,8,Oui,Non,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Non,Service Total,Non
Zone 2,45,49,Marie(e),27,81,Niveau Bac,7,Non,Femme,4,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,47,34,Marie(e),4,63,Niveau Bac,13,Non,Femme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,23,22,Marie(e),1,27,Inf au bac,4,Non,Homme,5,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Non
Zone 3,39,34,Non marie(e),4,20,Bac +4/5,3,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 2,19,26,Non marie(e),2,48,Bac +2,0,Non,Homme,2,Non,Non,Oui,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Non
Zone 1,13,54,Non marie(e),12,121,Bac +2/3,23,Non,Homme,1,Non,Non,Non,Non,Aucun,Oui,Non,Oui,Oui,Non,Service plus,Non
Zone 2,5,33,Non marie(e),6,39,Bac +2,4,Non,Homme,3,Oui,Oui,Non,Non,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,11,19,Non marie(e),0,21,Niveau Bac,0,Non,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,4,32,Non marie(e),2,53,Bac +2/3,5,Non,Homme,1,Oui,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 3,17,42,Non marie(e),8,58,Inf au bac,23,Non,Homme,1,Non,Oui,Non,Non,Dial-up,Non,Oui,Non,Non,Non,Service electronique,Oui
Zone 2,7,27,Non marie(e),3,39,Bac +2,2,Non,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Oui,Non,Non,Service basic,Oui
Zone 1,19,65,Non marie(e),3,108,Inf au bac,33,Non,Homme,3,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,32,34,Marie(e),0,38,Inf au bac,10,Non,Homme,4,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Non
Zone 2,53,51,Non marie(e),31,245,Bac +2/3,0,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Oui,Non,Service electronique,Non
Zone 1,51,38,Non marie(e),19,51,Inf au bac,18,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,35,34,Non marie(e),7,78,Bac +2/3,10,Non,Femme,1,Non,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 1,3,31,Marie(e),4,23,Bac +2/3,4,Non,Homme,5,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,22,48,Non marie(e),7,88,Bac +2/3,12,Non,Homme,1,Non,Oui,Non,Non,Dial-up,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,17,21,Marie(e),0,25,Niveau Bac,1,Non,Femme,3,Non,Non,Non,Non,Aucun,Oui,Non,Oui,Oui,Oui,Service plus,Non
Zone 2,68,39,Non marie(e),20,73,Niveau Bac,16,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 2,27,41,Marie(e),7,62,Bac +2/3,15,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Non,Non,Oui,Non,Service plus,Non
Zone 3,68,52,Marie(e),8,456,Bac +2,30,Non,Femme,4,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,56,42,Marie(e),10,24,Niveau Bac,5,Non,Homme,2,Non,Non,Non,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,11,32,Non marie(e),8,23,Niveau Bac,0,Non,Femme,1,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service basic,Non
Zone 3,5,47,Non marie(e),7,46,Inf au bac,6,Non,Femme,1,Non,Non,Oui,Non,Aucun,Oui,Non,Oui,Non,Non,Service basic,Oui
Zone 3,16,50,Non marie(e),5,263,Niveau Bac,29,Non,Femme,3,Oui,Oui,Non,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service plus,Non
Zone 2,59,30,Non marie(e),2,34,Bac +2/3,2,Non,Femme,1,Non,Oui,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service electronique,Non
Zone 1,60,64,Non marie(e),14,33,Niveau Bac,13,Oui,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 3,55,47,Non marie(e),11,37,Inf au bac,11,Non,Homme,1,Oui,Non,Oui,Non,Aucun,Oui,Non,Non,Oui,Non,Service plus,Non
Zone 1,18,56,Non marie(e),22,296,Niveau Bac,25,Non,Homme,1,Non,Non,Oui,Non,Aucun,Oui,Non,Non,Non,Non,Service basic,Non
Zone 2,16,22,Non marie(e),0,26,Bac +2,0,Non,Femme,3,Non,Oui,Non,Non,Aucun,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 1,35,57,Marie(e),32,47,Bac +2/3,12,Non,Homme,2,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Non,Service electronique,Non
Zone 3,31,23,Marie(e),1,31,Bac +2,1,Non,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,20,49,Marie(e),5,264,Niveau Bac,29,Non,Femme,2,Non,Non,Non,Non,Aucun,Non,Oui,Non,Non,Non,Service basic,Non
Zone 2,16,27,Non marie(e),5,41,Bac +2/3,2,Non,Femme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 2,69,48,Marie(e),27,55,Niveau Bac,4,Non,Homme,2,Oui,Oui,Oui,Non,Aucun,Non,Oui,Oui,Non,Non,Service plus,Non
Zone 3,69,66,Marie(e),31,49,Niveau Bac,15,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 2,27,24,Marie(e),3,26,Inf au bac,7,Non,Femme,4,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,48,39,Non marie(e),20,110,Bac +2/3,9,Non,Homme,1,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 1,18,52,Marie(e),20,66,Inf au bac,19,Non,Femme,2,Oui,Non,Oui,Non,Dial-up,Non,Non,Oui,Non,Non,Service basic,Non
Zone 2,24,40,Marie(e),4,39,Bac +2,5,Non,Femme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,17,42,Non marie(e),6,31,Niveau Bac,2,Non,Homme,1,Oui,Non,Non,Oui,Aucun,Oui,Oui,Non,Oui,Oui,Service Total,Oui
Zone 2,9,24,Marie(e),3,26,Bac +2/3,1,Non,Femme,3,Non,Oui,Non,Non,Aucun,Non,Non,Oui,Non,Non,Service basic,Non
Zone 2,15,46,Non marie(e),5,232,Bac +2/3,15,Non,Femme,2,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Oui,Oui,Service Total,Oui
Zone 1,62,37,Marie(e),10,43,Bac +2/3,1,Non,Femme,3,Non,Oui,Oui,Non,Aucun,Oui,Non,Non,Non,Non,Service electronique,Non
Zone 1,9,41,Non marie(e),12,39,Bac +2/3,3,Non,Homme,1,Non,Oui,Non,Oui,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 2,71,41,Marie(e),10,73,Niveau Bac,23,Non,Femme,2,Non,Non,Oui,Non,Aucun,Oui,Oui,Oui,Non,Non,Service plus,Non
Zone 2,62,59,Marie(e),37,74,Inf au bac,20,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 2,20,38,Non marie(e),19,237,Bac +2/3,13,Non,Homme,1,Oui,Oui,Oui,Oui,Dial-up,Oui,Oui,Oui,Non,Non,Service Total,Non
Zone 1,19,33,Marie(e),11,22,Inf au bac,3,Non,Homme,5,Non,Non,Oui,Non,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 2,49,61,Marie(e),28,21,Inf au bac,8,Non,Homme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,3,64,Non marie(e),3,9,Niveau Bac,6,Oui,Homme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 1,33,36,Non marie(e),2,41,Bac +4/5,10,Non,Homme,1,Non,Oui,Non,Oui,Dial-up,Non,Non,Non,Non,Oui,Service basic,Oui
Zone 2,38,44,Non marie(e),1,50,Bac +2/3,7,Non,Femme,1,Non,Oui,Oui,Non,Dial-up,Non,Non,Non,Non,Oui,Service electronique,Oui
Zone 3,42,48,Marie(e),14,27,Bac +2,5,Non,Femme,3,Oui,Oui,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Oui,Service Total,Non
Zone 1,11,26,Non marie(e),2,53,Bac +2,3,Non,Homme,1,Oui,Oui,Oui,Oui,Dial-up,Non,Oui,Oui,Non,Oui,Service Total,Oui
Zone 3,27,28,Marie(e),0,58,Bac +2,0,Non,Homme,2,Oui,Non,Non,Non,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 3,23,50,Non marie(e),1,151,Bac +2/3,8,Non,Femme,1,Oui,Non,Non,Non,Aucun,Oui,Non,Non,Non,Non,Service basic,Non
Zone 2,4,38,Marie(e),13,54,Niveau Bac,4,Non,Homme,2,Oui,Non,Oui,Oui,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,36,42,Non marie(e),5,31,Inf au bac,4,Non,Femme,1,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 2,37,42,Non marie(e),10,115,Inf au bac,22,Non,Femme,1,Non,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Non
Zone 3,24,58,Marie(e),30,24,Inf au bac,5,Non,Homme,2,Oui,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Non
Zone 3,4,24,Non marie(e),1,17,Niveau Bac,2,Non,Homme,3,Non,Non,Non,Non,Aucun,Non,Non,Non,Non,Non,Service basic,Oui
Zone 3,54,33,Non marie(e),5,47,Niveau Bac,13,Non,Femme,2,Oui,Non,Oui,Non,Aucun,Oui,Oui,Non,Oui,Non,Service plus,Non
Zone 3,7,49,Non marie(e),8,36,Inf au bac,0,Non,Femme,1,Oui,Non,Oui,Non,Aucun,Oui,Oui,Oui,Oui,Non,Service plus,Oui
